window_index,start_time,end_time,command,confidence,ground_truth
606,151.50,154.50,STOP,0.9065,STOP
607,151.75,154.75,STOP,0.8781,STOP
608,152.00,155.00,STOP,0.8724,WALK
609,152.25,155.25,STOP,0.8570,WALK
610,152.50,155.50,STOP,0.8361,WALK
611,152.75,155.75,STOP,0.7414,WALK
612,153.00,156.00,STOP,0.8440,WALK
613,153.25,156.25,STOP,0.9366,WALK
614,153.50,156.50,STOP,0.9462,WALK
615,153.75,156.75,STOP,0.8998,WALK
616,154.00,157.00,STOP,0.7891,WALK
617,154.25,157.25,STOP,0.5950,WALK
618,154.50,157.50,WALK,0.5256,WALK
619,154.75,157.75,WALK,0.7619,WALK
620,155.00,158.00,WALK,0.8355,WALK
621,155.25,158.25,WALK,0.7908,WALK
622,155.50,158.50,WALK,0.7533,WALK
623,155.75,158.75,WALK,0.7639,WALK
624,156.00,159.00,WALK,0.7759,WALK
625,156.25,159.25,WALK,0.7359,WALK
626,156.50,159.50,WALK,0.7049,WALK
627,156.75,159.75,WALK,0.6681,WALK
628,157.00,160.00,WALK,0.6962,WALK
629,157.25,160.25,WALK,0.7329,WALK
630,157.50,160.50,WALK,0.7419,WALK
631,157.75,160.75,STOP,0.7036,WALK
632,158.00,161.00,STOP,0.7749,WALK
633,158.25,161.25,STOP,0.7827,WALK
634,158.50,161.50,STOP,0.7228,WALK
635,158.75,161.75,STOP,0.7566,WALK
636,159.00,162.00,STOP,0.6515,WALK
637,159.25,162.25,STOP,0.5061,WALK
638,159.50,162.50,STOP,0.7727,WALK
639,159.75,162.75,STOP,0.8325,WALK
640,160.00,163.00,STOP,0.8194,WALK
641,160.25,163.25,STOP,0.8878,WALK
642,160.50,163.50,STOP,0.9298,WALK
643,160.75,163.75,STOP,0.8942,WALK
644,161.00,164.00,STOP,0.8306,WALK
645,161.25,164.25,STOP,0.8174,WALK
646,161.50,164.50,STOP,0.8675,WALK
647,161.75,164.75,STOP,0.8781,WALK
648,162.00,165.00,STOP,0.8545,WALK
649,162.25,165.25,STOP,0.8260,WALK
650,162.50,165.50,STOP,0.7975,WALK
651,162.75,165.75,STOP,0.8402,WALK
652,163.00,166.00,STOP,0.9313,WALK
653,163.25,166.25,STOP,0.9543,WALK
654,163.50,166.50,STOP,0.9714,WALK
655,163.75,166.75,STOP,0.9867,WALK
656,164.00,167.00,STOP,0.9895,WALK
657,164.25,167.25,STOP,0.9859,WALK
658,164.50,167.50,STOP,0.9867,WALK
659,164.75,167.75,STOP,0.9933,WALK
660,165.00,168.00,STOP,0.9894,WALK
661,165.25,168.25,STOP,0.9885,WALK
662,165.50,168.50,STOP,0.9580,WALK
663,165.75,168.75,STOP,0.9001,WALK
664,166.00,169.00,STOP,0.6203,WALK
665,166.25,169.25,STOP,0.6188,WALK
666,166.50,169.50,WALK,0.5268,WALK
667,166.75,169.75,WALK,0.5847,WALK
668,167.00,170.00,WALK,0.7249,WALK
669,167.25,170.25,WALK,0.8632,WALK
670,167.50,170.50,WALK,0.9345,WALK
671,167.75,170.75,WALK,0.9520,WALK
672,168.00,171.00,WALK,0.9330,WALK
673,168.25,171.25,WALK,0.9932,WALK
674,168.50,171.50,WALK,0.9822,WALK
675,168.75,171.75,WALK,0.9954,WALK
676,169.00,172.00,WALK,0.9356,WALK
677,169.25,172.25,WALK,0.9446,WALK
678,169.50,172.50,WALK,0.9452,WALK
679,169.75,172.75,WALK,0.9745,STOP
680,170.00,173.00,WALK,0.9853,STOP
681,170.25,173.25,WALK,0.9811,STOP
682,170.50,173.50,WALK,0.9638,STOP
683,170.75,173.75,WALK,0.9341,STOP
684,171.00,174.00,WALK,0.7894,STOP
685,171.25,174.25,WALK,0.7028,STOP
686,171.50,174.50,WALK,0.6004,STOP
687,171.75,174.75,WALK,0.7459,STOP
688,172.00,175.00,STOP,0.5248,STOP
689,172.25,175.25,STOP,0.7728,STOP
690,172.50,175.50,STOP,0.9200,STOP
691,172.75,175.75,STOP,0.8927,STOP
692,173.00,176.00,STOP,0.9521,STOP
693,173.25,176.25,STOP,0.8944,STOP
694,173.50,176.50,STOP,0.9066,STOP
695,173.75,176.75,STOP,0.9309,STOP
696,174.00,177.00,STOP,0.9346,STOP
697,174.25,177.25,STOP,0.9158,STOP
698,174.50,177.50,STOP,0.8400,STOP
699,174.75,177.75,STOP,0.8491,STOP
700,175.00,178.00,STOP,0.7698,STOP
701,175.25,178.25,STOP,0.5205,STOP
702,175.50,178.50,STOP,0.6004,STOP
703,175.75,178.75,STOP,0.8232,STOP
704,176.00,179.00,STOP,0.9839,STOP
705,176.25,179.25,STOP,0.9969,STOP
706,176.50,179.50,STOP,0.9930,STOP
707,176.75,179.75,STOP,0.9228,STOP
708,177.00,180.00,STOP,0.5958,STOP
709,177.25,180.25,STOP,0.8365,STOP
710,177.50,180.50,STOP,0.9839,STOP
711,177.75,180.75,STOP,0.9990,STOP
712,178.00,181.00,STOP,0.9999,STOP
713,178.25,181.25,STOP,1.0000,STOP
714,178.50,181.50,STOP,1.0000,STOP
715,178.75,181.75,STOP,1.0000,STOP
716,179.00,182.00,STOP,0.9986,STOP
717,179.25,182.25,STOP,0.9494,STOP
718,179.50,182.50,STOP,0.6486,STOP
719,179.75,182.75,STOP,0.7394,STOP
720,180.00,183.00,STOP,0.9784,STOP
721,180.25,183.25,STOP,0.9917,STOP
722,180.50,183.50,STOP,0.9877,STOP
723,180.75,183.75,STOP,0.9800,STOP
724,181.00,184.00,STOP,0.9779,STOP
725,181.25,184.25,STOP,0.9802,STOP
726,181.50,184.50,STOP,0.9790,STOP
727,181.75,184.75,STOP,0.9615,STOP
728,182.00,185.00,STOP,0.9066,STOP
729,182.25,185.25,STOP,0.8347,STOP
730,182.50,185.50,STOP,0.8180,STOP
731,182.75,185.75,STOP,0.8190,STOP
732,183.00,186.00,STOP,0.8112,STOP
733,183.25,186.25,STOP,0.8396,STOP
734,183.50,186.50,STOP,0.8609,STOP
735,183.75,186.75,STOP,0.6077,STOP
736,184.00,187.00,STOP,0.5013,STOP
737,184.25,187.25,STOP,0.6273,STOP
738,184.50,187.50,STOP,0.6214,STOP
739,184.75,187.75,WALK,0.5566,STOP
740,185.00,188.00,WALK,0.7126,STOP
741,185.25,188.25,WALK,0.8041,STOP
742,185.50,188.50,WALK,0.8750,STOP
743,185.75,188.75,WALK,0.9014,STOP
744,186.00,189.00,WALK,0.7572,STOP
745,186.25,189.25,STOP,0.7504,STOP
746,186.50,189.50,STOP,0.8842,STOP
747,186.75,189.75,STOP,0.9027,STOP
748,187.00,190.00,STOP,0.9223,STOP
749,187.25,190.25,STOP,0.8817,STOP
750,187.50,190.50,STOP,0.9391,STOP
751,187.75,190.75,STOP,0.9360,STOP
752,188.00,191.00,STOP,0.8835,STOP
753,188.25,191.25,STOP,0.8711,STOP
754,188.50,191.50,STOP,0.7549,WALK
755,188.75,191.75,STOP,0.6743,WALK
756,189.00,192.00,WALK,0.6462,WALK
757,189.25,192.25,WALK,0.7562,WALK
758,189.50,192.50,WALK,0.6358,WALK
759,189.75,192.75,WALK,0.6381,WALK
760,190.00,193.00,WALK,0.6939,WALK
761,190.25,193.25,WALK,0.9167,WALK
762,190.50,193.50,WALK,0.9489,WALK
763,190.75,193.75,WALK,0.9562,WALK
764,191.00,194.00,WALK,0.9819,WALK
765,191.25,194.25,WALK,0.9620,WALK
766,191.50,194.50,WALK,0.8997,WALK
767,191.75,194.75,WALK,0.5303,WALK
768,192.00,195.00,WALK,0.5977,WALK
769,192.25,195.25,WALK,0.7983,WALK
770,192.50,195.50,WALK,0.9831,WALK
771,192.75,195.75,WALK,0.9874,WALK
772,193.00,196.00,WALK,0.9617,WALK
773,193.25,196.25,WALK,0.8549,WALK
774,193.50,196.50,WALK,0.6005,WALK
775,193.75,196.75,WALK,0.6700,WALK
776,194.00,197.00,WALK,0.6359,WALK
777,194.25,197.25,WALK,0.6006,WALK
778,194.50,197.50,WALK,0.5253,WALK
779,194.75,197.75,STOP,0.7694,WALK
780,195.00,198.00,STOP,0.7683,WALK
781,195.25,198.25,STOP,0.7042,WALK
782,195.50,198.50,STOP,0.9019,WALK
783,195.75,198.75,STOP,0.8539,WALK
784,196.00,199.00,STOP,0.8455,WALK
785,196.25,199.25,STOP,0.8818,WALK
786,196.50,199.50,STOP,0.9314,WALK
787,196.75,199.75,STOP,0.7951,WALK
788,197.00,200.00,STOP,0.8538,WALK
789,197.25,200.25,STOP,0.8858,WALK
790,197.50,200.50,STOP,0.8875,WALK
791,197.75,200.75,STOP,0.8340,WALK
792,198.00,201.00,STOP,0.7300,WALK
793,198.25,201.25,STOP,0.6627,WALK
794,198.50,201.50,WALK,0.5950,WALK
795,198.75,201.75,WALK,0.9178,WALK
796,199.00,202.00,WALK,0.9473,WALK
797,199.25,202.25,STOP,0.6042,WALK
798,199.50,202.50,STOP,0.6870,WALK
799,199.75,202.75,STOP,0.7047,WALK
800,200.00,203.00,WALK,0.5290,WALK
801,200.25,203.25,WALK,0.7969,WALK
802,200.50,203.50,WALK,0.9287,WALK
803,200.75,203.75,WALK,0.9349,WALK
804,201.00,204.00,WALK,0.9539,WALK
805,201.25,204.25,WALK,0.9537,WALK
806,201.50,204.50,WALK,0.9405,WALK
807,201.75,204.75,WALK,0.8816,WALK
808,202.00,205.00,WALK,0.7994,WALK
809,202.25,205.25,WALK,0.8411,WALK
810,202.50,205.50,WALK,0.9770,WALK
811,202.75,205.75,WALK,0.8465,WALK
812,203.00,206.00,WALK,0.5057,WALK
813,203.25,206.25,WALK,0.5321,WALK
814,203.50,206.50,WALK,0.8020,WALK
815,203.75,206.75,WALK,0.7429,WALK
816,204.00,207.00,WALK,0.7964,WALK
817,204.25,207.25,WALK,0.8301,WALK
818,204.50,207.50,WALK,0.8970,WALK
819,204.75,207.75,WALK,0.9225,WALK
820,205.00,208.00,WALK,0.8778,WALK
821,205.25,208.25,WALK,0.8482,WALK
822,205.50,208.50,WALK,0.8533,WALK
823,205.75,208.75,WALK,0.7334,WALK
824,206.00,209.00,WALK,0.5352,WALK
825,206.25,209.25,WALK,0.5529,STOP
826,206.50,209.50,STOP,0.5354,STOP
827,206.75,209.75,STOP,0.5597,STOP
828,207.00,210.00,STOP,0.7558,STOP
829,207.25,210.25,STOP,0.7174,STOP
830,207.50,210.50,STOP,0.5796,STOP
831,207.75,210.75,STOP,0.7030,STOP
832,208.00,211.00,STOP,0.7747,STOP
833,208.25,211.25,STOP,0.7832,STOP
834,208.50,211.50,STOP,0.7420,STOP
835,208.75,211.75,STOP,0.6860,STOP
836,209.00,212.00,STOP,0.6557,STOP
837,209.25,212.25,STOP,0.5287,STOP
838,209.50,212.50,STOP,0.6045,STOP
839,209.75,212.75,STOP,0.5820,STOP
840,210.00,213.00,STOP,0.8758,STOP
841,210.25,213.25,STOP,0.9457,STOP
842,210.50,213.50,STOP,0.9763,STOP
843,210.75,213.75,STOP,0.9742,STOP
844,211.00,214.00,STOP,0.9752,STOP
845,211.25,214.25,STOP,0.9682,STOP
846,211.50,214.50,STOP,0.9584,STOP
847,211.75,214.75,STOP,0.9552,STOP
848,212.00,215.00,STOP,0.9641,STOP
849,212.25,215.25,STOP,0.9292,STOP
850,212.50,215.50,STOP,0.9334,STOP
851,212.75,215.75,STOP,0.9390,STOP
852,213.00,216.00,STOP,0.7947,STOP
853,213.25,216.25,STOP,0.8163,STOP
854,213.50,216.50,STOP,0.5872,STOP
855,213.75,216.75,STOP,0.6112,STOP
856,214.00,217.00,STOP,0.6120,STOP
857,214.25,217.25,STOP,0.6847,STOP
858,214.50,217.50,STOP,0.8828,STOP
859,214.75,217.75,STOP,0.8538,STOP
860,215.00,218.00,STOP,0.7508,STOP
861,215.25,218.25,STOP,0.7362,STOP
862,215.50,218.50,STOP,0.7460,STOP
863,215.75,218.75,STOP,0.7913,STOP
864,216.00,219.00,STOP,0.8724,STOP
865,216.25,219.25,STOP,0.8387,STOP
866,216.50,219.50,STOP,0.8483,STOP
867,216.75,219.75,STOP,0.8887,STOP
868,217.00,220.00,STOP,0.9197,STOP
869,217.25,220.25,STOP,0.9333,STOP
870,217.50,220.50,STOP,0.9439,STOP
871,217.75,220.75,STOP,0.9466,STOP
872,218.00,221.00,STOP,0.9524,STOP
873,218.25,221.25,STOP,0.9458,STOP
874,218.50,221.50,STOP,0.9486,STOP
875,218.75,221.75,STOP,0.9518,STOP
876,219.00,222.00,STOP,0.9517,STOP
877,219.25,222.25,STOP,0.9400,STOP
878,219.50,222.50,STOP,0.9360,STOP
879,219.75,222.75,STOP,0.9311,STOP
880,220.00,223.00,STOP,0.9380,WALK
881,220.25,223.25,STOP,0.9724,WALK
882,220.50,223.50,STOP,0.9470,WALK
883,220.75,223.75,STOP,0.8434,WALK
884,221.00,224.00,STOP,0.5529,WALK
885,221.25,224.25,STOP,0.5698,WALK
886,221.50,224.50,WALK,0.5703,WALK
887,221.75,224.75,WALK,0.6283,WALK
888,222.00,225.00,WALK,0.8627,WALK
889,222.25,225.25,WALK,0.9395,WALK
890,222.50,225.50,WALK,0.9379,WALK
891,222.75,225.75,WALK,0.9657,WALK
892,223.00,226.00,WALK,0.9588,WALK
893,223.25,226.25,WALK,0.9658,WALK
894,223.50,226.50,WALK,0.9311,WALK
895,223.75,226.75,WALK,0.9076,WALK
896,224.00,227.00,WALK,0.9003,WALK
897,224.25,227.25,WALK,0.9839,WALK
898,224.50,227.50,WALK,0.9594,WALK
899,224.75,227.75,WALK,0.9607,WALK
900,225.00,228.00,WALK,0.7825,WALK
901,225.25,228.25,WALK,0.7174,WALK
902,225.50,228.50,WALK,0.8627,WALK
903,225.75,228.75,WALK,0.9563,WALK
904,226.00,229.00,WALK,0.9711,WALK
905,226.25,229.25,WALK,0.9153,WALK
906,226.50,229.50,WALK,0.9374,WALK
907,226.75,229.75,WALK,0.9009,WALK
908,227.00,230.00,WALK,0.8981,WALK
909,227.25,230.25,WALK,0.9114,WALK
910,227.50,230.50,WALK,0.9431,WALK
911,227.75,230.75,WALK,0.9163,WALK
912,228.00,231.00,WALK,0.9449,WALK
913,228.25,231.25,WALK,0.9292,WALK
914,228.50,231.50,WALK,0.9317,WALK
915,228.75,231.75,WALK,0.9076,WALK
916,229.00,232.00,WALK,0.8804,WALK
917,229.25,232.25,WALK,0.8058,WALK
918,229.50,232.50,WALK,0.6538,WALK
919,229.75,232.75,WALK,0.6657,WALK
920,230.00,233.00,WALK,0.5814,WALK
921,230.25,233.25,WALK,0.8569,WALK
922,230.50,233.50,WALK,0.9464,WALK
923,230.75,233.75,WALK,0.8620,WALK
924,231.00,234.00,STOP,0.5709,WALK
925,231.25,234.25,STOP,0.7267,WALK
926,231.50,234.50,STOP,0.8825,WALK
927,231.75,234.75,STOP,0.8504,WALK
928,232.00,235.00,STOP,0.8722,WALK
929,232.25,235.25,STOP,0.6838,WALK
930,232.50,235.50,STOP,0.8690,WALK
931,232.75,235.75,STOP,0.9467,STOP
932,233.00,236.00,STOP,0.9382,STOP
933,233.25,236.25,STOP,0.9366,STOP
934,233.50,236.50,STOP,0.9069,STOP
935,233.75,236.75,STOP,0.9051,STOP
936,234.00,237.00,STOP,0.8523,STOP
937,234.25,237.25,STOP,0.7030,STOP
938,234.50,237.50,STOP,0.5259,STOP
939,234.75,237.75,STOP,0.5880,STOP
940,235.00,238.00,STOP,0.5228,STOP
941,235.25,238.25,STOP,0.5165,STOP
942,235.50,238.50,STOP,0.5047,STOP
943,235.75,238.75,STOP,0.5075,STOP
944,236.00,239.00,STOP,0.5567,STOP
945,236.25,239.25,STOP,0.5158,STOP
946,236.50,239.50,STOP,0.8944,STOP
947,236.75,239.75,STOP,0.9615,STOP
948,237.00,240.00,STOP,0.9810,STOP
949,237.25,240.25,STOP,0.9829,STOP
950,237.50,240.50,STOP,0.9895,STOP
951,237.75,240.75,STOP,0.9810,STOP
952,238.00,241.00,STOP,0.9612,STOP
953,238.25,241.25,STOP,0.8948,STOP
954,238.50,241.50,STOP,0.9548,STOP
955,238.75,241.75,STOP,0.9617,STOP
956,239.00,242.00,STOP,0.9201,STOP
957,239.25,242.25,STOP,0.7467,STOP
958,239.50,242.50,WALK,0.6501,STOP
959,239.75,242.75,WALK,0.8945,STOP
960,240.00,243.00,WALK,0.8042,STOP
961,240.25,243.25,WALK,0.5406,STOP
962,240.50,243.50,STOP,0.7657,STOP
963,240.75,243.75,STOP,0.9145,STOP
964,241.00,244.00,STOP,0.9521,STOP
965,241.25,244.25,STOP,0.9078,STOP
966,241.50,244.50,STOP,0.5187,STOP
967,241.75,244.75,WALK,0.9352,STOP
968,242.00,245.00,WALK,0.8195,STOP
969,242.25,245.25,WALK,0.5960,STOP
970,242.50,245.50,STOP,0.8492,STOP
971,242.75,245.75,STOP,0.9208,STOP
972,243.00,246.00,STOP,0.8968,STOP
973,243.25,246.25,STOP,0.8928,STOP
974,243.50,246.50,STOP,0.8999,STOP
975,243.75,246.75,STOP,0.9131,STOP
976,244.00,247.00,STOP,0.8739,STOP
977,244.25,247.25,STOP,0.8560,STOP
978,244.50,247.50,STOP,0.7413,STOP
979,244.75,247.75,STOP,0.7036,STOP
